city,year_month,n_posts,mean_polarity,median_polarity,pct_negative,pct_positive,pct_neutral,n_posts_crime,mean_polarity_crime,median_polarity_crime,pct_negative_crime,pct_positive_crime,pct_neutral_crime
Winnipeg,2013-03,29.0,0.06920680723946142,0.0626932591218305,0.06896551724137931,0.5517241379310345,0.3793103448275862,18.0,0.04642709217262434,0.03829430759457925,0.1111111111111111,0.4444444444444444,0.4444444444444444
Winnipeg,2013-04,24.0,0.1110489423178775,0.08960824091032421,0.0,0.7083333333333334,0.2916666666666667,16.0,0.11219539203350562,0.0844714120755787,0.0,0.75,0.25
Winnipeg,2013-05,16.0,0.0863742157622796,0.1079110645188737,0.125,0.75,0.125,8.0,0.10786141593353833,0.1079110645188737,0.0,0.875,0.125
Winnipeg,2013-06,19.0,0.10228386624033237,0.0980908289241622,0.05263157894736842,0.6842105263157895,0.2631578947368421,11.0,0.10208880934126671,0.0857142857142857,0.09090909090909091,0.7272727272727273,0.18181818181818182
Winnipeg,2013-07,14.0,0.08261224989015058,0.08798561808561806,0.07142857142857142,0.8571428571428571,0.07142857142857142,9.0,0.0879720108934423,0.0838961038961039,0.1111111111111111,0.8888888888888888,0.0
Winnipeg,2013-08,9.0,0.08437311335639248,0.1107676518883415,0.1111111111111111,0.8888888888888888,0.0,8.0,0.11679475252594157,0.1107676518883415,0.0,1.0,0.0
Winnipeg,2013-09,15.0,0.036916024352571755,0.0455882352941176,0.13333333333333333,0.4666666666666667,0.4,8.0,0.04057391395051191,0.0249547803617571,0.125,0.375,0.5
Winnipeg,2013-10,22.0,0.03946085624706932,0.07178674500103065,0.22727272727272727,0.6363636363636364,0.13636363636363635,16.0,0.02293834085219951,0.06429239913614909,0.25,0.5625,0.1875
Winnipeg,2013-11,35.0,0.08792021977830458,0.0520316804407713,0.0,0.5142857142857142,0.4857142857142857,21.0,0.06561134783097944,0.0498500731968923,0.0,0.47619047619047616,0.5238095238095238
Winnipeg,2013-12,21.0,0.06053667350909187,0.0665240906968848,0.14285714285714285,0.5238095238095238,0.3333333333333333,13.0,-0.002816754025207581,0.0280864197530863,0.23076923076923078,0.38461538461538464,0.38461538461538464
